bhdid	piN	piS	pin/pis
Brast09G137100	0.002091502	0.002872799	0.728036314
Brast09G139000	0.009301361	0.009435867	0.985745268
Brast09G139200	0.000543694	0.001110638	0.489533559
Brast09G139900	0.0003020315	0.0014438625	0.2064632535
Brast09G142200	0.0003689765	0.0024371875	0.1132987045
Brast09G142300	0.000842523	0.000240021	3.51020216
Brast09G144300	0.000344249	0.005649152	0.060938117
Brast09G144400	0.0010612196666666667	0.0019817853333333334	0.5056414303333333
Brast09G145600	0.005605459	0.004315858	1.298805209
Brast09G147000	0.001412065	0.00328251	0.430178379
Brast09G147200	0.000833788	0.001852236	0.450152319
Brast09G147900	0.0030929305	0.0031955129999999997	1.1027353965
Brast09G148700	0.003386977	0.003607447	0.938884723
Brast09G148800	0.000552778	0.000529458	1.044044935
Brast09G149500	0.000662678	0.002041885	0.324542462
Brast09G149700	0.0018613405000000001	0.003888075	0.4790648175
Brast09G153200	0.001951856	0.001800226	1.084228482
Brast09G153600	0.0005636040000000001	0.0012172255	0.6432190685
Brast09G154100	0.001904589	0.002913348	0.653745806
Brast09G154800	0.000214363	0.001173393	0.182686276
Brast09G154900	4.56e-05	0.000147277	0.309757794
Brast09G155800	0.0046100745	0.008151845	0.577923068
Brast09G157100	0.001670092	0.001153721	1.447570539
Brast09G158700	0.001072637	0.001169733	0.916992806
Brast09G159500	0.002962723	0.002302002	1.287020114
Brast09G159600	0.000490712	0.001705362	0.287746575
Brast09G160300	0.000429562	0.001734318	0.247683741
Brast09G164300	0.000923184	0.001951995	0.472943653
Brast09G168000	0.001647656	0.003903815	0.422063114
Brast09G168300	0.000852892	0.002157055	0.3953964
Brast09G169300	0.0008641465	0.0050358980000000005	0.1718018895
Brast09G169500	0.000112044	0.000494344	0.226651048
Brast09G170000	0.000326145	0.00017282	1.887199288
Brast09G170600	0.009989683	0.006678779	1.495734931
Brast09G170900	0.002102118333333333	0.0020640336666666666	0.97042006
Brast09G171500	0.001046332	0.000653413	1.601331519
Brast09G172800	0.000507549	0.0010974516666666667	0.49668582600000005
Brast09G173000	0.00066928	0.000665892	1.005088086
Brast09G173700	0.000125069	0.000860042	0.145422407
Brast09G175900	0.00046997499999999997	0.001636848	0.2990758175
Brast09G177500	0.001363198	0.0043529965	0.325462085
Brast09G178800	0.016809855	0.024495461	0.686243643
Brast09G179200	9.6e-05	8.56e-05	1.121712694
Brast09G180500	0.000417236	0.00227608	0.183313248
Brast09G180800	0.000574846	0.004326261	0.132873705
Brast09G181200	0.002569557	0.005636614	0.455868846
Brast09G182800	0.002564924	0.00190397	1.347144654
Brast09G184000	0.0017798326666666666	0.002472696	0.6883030546666666
Brast09G184400	0.000941886	0.000910832	1.034094591
Brast09G184800	0.000384557	0.000729338	0.527268422
Brast09G185500	0.005055711	0.022388156	0.225820773
Brast09G187300	1.46e-05	7.06e-05	0.206553312
Brast09G187500	0.0086077075	0.010289066	1.1438329600000001
Brast09G191900	0.0007721490000000001	0.0003924725	1.76420298
Brast09G192500	0.00034442	0.000768141	0.448381177
Brast09G194600	0.002242148	0.001950503	1.149522988
Brast09G198400	0.000411091	0.001589794	0.258581307
Brast09G200700	0.000160875	0.000516763	0.311313278
Brast09G203200	0.001877076	0.000676213	2.775865762
Brast09G203400	0.000442082	0.002628795	0.168169103
Brast09G204900	0.002068885	0.001085021	1.906769206
Brast09G209200	1.88e-05	3.96e-05	0.476222115
Brast09G214100	0.001197435	0.001465624	0.817013682
Brast09G218800	0.0018740900000000001	0.0021289565	1.126031235
Brast09G220900	0.000996919	0.00019416	5.134524015
Brast09G221000	0.000182139	0.000532208	0.34223225
Brast09G221400	0.000690576	0.010018943	0.068927073
Brast09G221500	0.009955928	0.009658699	1.030773162
Brast09G221700	0.001113995	0.005416681	0.205660026
Brast09G222700	0.000343705	0.002625799	0.130895378
Brast09G222800	0.000349903	0.00274775	0.127341755
Brast09G223300	0.0015965060000000001	0.0026048065	0.7827155379999999
Brast09G223600	0.0012610375	0.0018594945	0.6622757965
Brast09G224400	0.002260405	0.005842691	0.386877366
Brast09G224600	0.000762133	0.000644309	1.182870007
Brast09G226600	0.003579185	0.003740648	0.956835394
Brast09G227700	0.001027797	0.000856539	1.199942205
Brast09G228100	0.000370354	0.001241643	0.298277238
Brast09G228900	0.0005828195	0.0009241665	2.0510034595
Brast09G229000	0.000333441	0.000506089	0.658859201
Brast09G229800	3.8e-05	3.54e-05	1.073508874
Brast09G230100	0.000206977	0.001261908	0.16401918
Brast09G230900	0.000851626	0.000364299	2.337710911
Brast09G231300	0.000351031	0.000220812	1.589728452
Brast09G233600	0.002842282	0.004002622	0.710105086
Brast09G234600	9.34e-05	0.000675199	0.138280612
Brast09G235500	0.002257	0.0048108974999999995	0.39626949050000004
Brast09G236500	0.000152972	0.000289143	0.529055296
Brast09G237500	0.000382769	0.000707294	0.54117416
Brast09G237600	0.005038918	0.00489649	1.029087808
Brast09G241900	0.001428213	0.0011248125	1.752654931
Brast09G243100	0.003766695	0.004731439	0.79609922
Brast09G244500	0.006907935	0.01034195	0.667952781
Brast09G244800	0.000609462	0.001981205	0.30762184
Brast09G246400	0.0013837993333333332	0.0030816496666666664	0.48344300599999995
Brast09G246500	0.000734092	0.000631669	1.162146994
Brast09G248700	0.000461055	0.000392898	1.173473294
Brast09G249200	0.001477816	0.00979115	0.150933883
Brast09G249800	0.000986424	0.001898306	0.51963382
Brast09G252400	0.000150203	0.000483468	0.310678604
Brast09G253500	0.000174325	0.000224263	0.777323348
Brast09G256200	0.000233198	0.000670131	0.347987874
Brast09G258400	0.000125218	0.000173665	0.721030247
Brast09G259500	0.01183684	0.015515825	0.762888184
Brast09G268800	0.000276759	0.000402291	0.687957719
Brast09G269600	0.0002722745	0.000289005	1.042682929
Brast09G269900	0.000843088	0.002020235	0.417322017
Brast10G000400	0.003602252	0.012851991	0.280287465
Brast10G000500	0.00050705	0.000445575	1.137968246
Brast10G001400	0.000697327	0.00057849	1.205426713
Brast10G005000	0.001448772	0.001708858	0.847801615
Brast10G007100	0.000774939	0.007990651000000001	0.0972654525
Brast10G009600	0.001132959	0.001076931	1.052025161
Brast10G009800	0.006081801	0.009950707	0.611192847
Brast10G010000	0.002429391	0.0025655956666666667	0.9533691790000001
Brast10G011800	0.000929866	0.00113915	0.816280719
Brast10G013000	0.005707303	0.004323744	1.319990982
Brast10G015400	0.000982025	0.000399904	2.455650841
Brast10G017000	0.0051433255	0.0041468625	1.1984610675
Brast10G019000	0.004559266	0.005334748	0.854635722
Brast10G019300	0.000894365	0.000774574	1.15465473
Brast10G022700	1.32e-05	7.8e-05	0.169664638
Brast10G023700	0.003157286	0.00548636	0.575479117
Brast10G023800	0.0003311565	0.0005450619999999999	1.242001361
Brast10G024200	0.004535853	0.006288281	0.721318455
Brast10G024600	0.002714803	0.008668546	0.313178615
Brast10G027900	0.000139837	0.00018008450000000001	0.55297084
Brast10G030200	0.000431076	0.00073726	0.584700812
Brast10G030300	0.0051405185	0.009545178000000001	0.3254729525
Brast10G031600	0.000919907	0.002705009	0.340075405
Brast10G031800	0.0017004925	0.0038952835	0.455007029
Brast10G034300	0.000110153	0.000356718	0.308794965
Brast10G035200	0.000738784	0.005083363	0.145333625
Brast10G035900	0.00058534	0.005187675	0.112832729
Brast10G036400	0.000634947	0.000772427	0.822015684
Brast10G037000	0.002462019	0.004107175	0.599443272
Brast10G038500	0.000504764	0.000317988	1.587370631
Brast10G038800	4.45e-05	0.000786623	0.056569013
Brast10G038900	0.0006495025	0.0004861995	1.393973129
Brast10G039100	0.003635024	0.005338242	0.680940355
Brast10G040700	0.00269147	0.002144687	1.254948003
Brast10G042300	0.0005574719999999999	0.0009270515000000001	0.9646445459999999
Brast10G043300	0.001174418	0.000670073	1.752671933
Brast10G043400	0.000426303	0.00130166	0.327507194
Brast10G045200	0.00160872	0.002427766	0.662633732
Brast10G054400	0.000235325	0.000169143	1.391276901
Brast10G054900	0.000263454	0.000253882	1.037702598
Brast10G057000	0.000377169	0.000544689	0.692448087
Brast10G057100	0.000902206	0.001427908	0.631837689
Brast10G059300	0.0008438510000000001	0.0007505645	1.082011593
Brast10G060700	0.001218277	0.001081231	1.126749778
Brast10G062700	0.002560304	0.000232799	10.99793612
Brast10G062800	0.0001432655	0.0008134585	0.4383185525
Brast10G066700	0.0007408835	0.0021787845	0.36218406400000003
Brast10G066900	0.0004043	0.000486106	0.831711362
Brast10G068500	0.008493598	0.013168884	0.644974747
Brast10G070300	4.12e-05	0.000125995	0.32676209
Brast10G071000	0.0008223985	0.0004151	1.2597456630000001
Brast10G071600	0.00114648	0.002020563	0.567406506
Brast10G072600	0.000224409	0.000918169	0.24440979
Brast10G073800	0.001346544	0.000775844	1.735585992
Brast10G078000	0.001873138	0.001349068	1.388468242
Brast10G080400	0.0016108939999999999	0.0022360415	0.703056644
Brast10G085300	0.00044457000000000003	0.0014515040000000002	0.29511187433333336
Brast10G089000	0.001473271	0.001220543	1.207061928
Brast10G090800	0.001163778	0.0016385586666666666	0.6184599926666666
Brast10G091600	0.000421145	0.000633713	0.664567784
Brast10G094000	0.0024059295	0.0012356045	1.9713544829999998
Brast10G095200	0.000685704	0.0011257	0.609135622
Brast10G098400	0.000665613	0.001056193	0.630199939
Brast10G099400	0.001416974	0.002613926	0.5215761210000001
Brast10G099800	0.0007971285	0.0011858395	1.504165065
Brast10G102100	0.003200375	0.022851813	0.140049082
Brast10G110600	0.000766915	0.0058051825	0.2262463835
Brast10G112400	0.00022856650000000001	0.0004064435	1.027289209
Brast10G114800	0.002766723	0.011285198	0.245163887
Brast10G122000	0.001487447	0.001755798	0.847162953
Brast10G122100	0.002274666	0.004318181	0.526764956
Brast10G122200	0.0006133425	0.00044279249999999997	1.3827163925
Brast10G126200	6.96e-05	0.000185661	0.374988687
Brast10G128400	0.000194845	0.000502553	0.38771115
Brast10G130900	0.0036930905	0.0049589125	0.6958476170000001
Brast10G131400	0.00032935	0.001062753	0.309902575
Brast10G133100	0.001997241	0.002654221333333333	0.6864888293333333
Brast10G136100	0.000496808	0.000327517	1.516891472
Brast10G138300	0.001820037	0.005614256	0.324181345
Brast10G139100	0.00024078	0.002348341	0.102532064
Brast10G144000	1.42e-05	4.51e-05	0.313886428
Brast10G148100	0.000457352	0.000183312	2.494934486
Brast10G148200	0.003104782	0.005801832	0.535138177
Brast10G149800	0.001625392	0.002006724	0.809973
Brast10G150100	0.0006784650000000001	0.002476897	0.226665797
Brast10G155200	0.001012596	0.000451274	1.6638491224999998
Brast10G155400	0.0005281665	0.000633831	0.5951539305
Brast10G156700	0.003118408	0.005380818	0.579541664
Brast10G156800	0.000273207	0.0001438585	3.0243048435
Brast10G159300	0.00040200850000000004	0.001330958	0.3039453755
Brast10G162100	0.001232097	0.001340811	0.918918916
Brast10G162300	0.002215983	0.044704709	0.049569335
Brast10G164700	0.001371344	0.001399714	0.979731289
Brast10G165800	0.00010944	0.001085678	0.100803282
Brast10G169300	0.001490562	0.001680243	0.887110835
Brast10G170300	0.00057953	0.000785093	0.738166843
Brast10G171800	0.003482914	0.004569948999999999	1.2486145515
Brast10G175200	0.001544448	0.001044044	1.479293745
Brast10G178700	0.000160961	0.000520183	0.309431065
Brast10G178900	0.0007810350000000001	0.0020479896666666664	0.33439288
Brast10G179000	0.000169833	0.000894509	0.189861521
Brast10G180100	0.000439912	0.000565865	0.800078264
Brast10G181400	0.000955261	0.001403078	0.680832287
Brast10G182100	8.37e-05	0.0024035	0.034817486
Brast10G184800	0.0026889895000000003	0.0060399485	0.643430663
Brast10G188300	0.0013126230000000002	0.0011191205	1.193681644
Brast10G191800	0.004984768	0.009965084	0.500223329
Brast10G194700	0.002029482	0.007323438	0.277121428
Brast10G194900	0.002033533666666667	0.0026453166666666667	0.7384132046666667
Brast10G195000	0.000335333	0.001185035	0.282973104
Brast10G195600	0.00030952249999999996	0.000354887	0.879659414
Brast10G195900	0.001130943	0.00295604	0.382587311
Brast10G197200	0.0025855590000000003	0.007827906499999999	0.3017114555
Brast10G197300	0.005153418	0.014076733	0.366094772
Brast10G198100	0.000620067	0.003160866	0.196169808
