bsid	atid
Brast05G123100	AT4G11880
Brast05G032300	AT5G19000
Brast05G179500	AT3G03310
Brast05G027900	AT5G48930
Brast05G053600	AT4G20790
Brast05G115300	AT5G23040
Brast05G186200	AT1G01880
Brast05G116800	AT4G22140
Brast05G259700	AT2G26790
Brast05G156800	AT5G55730
Brast05G300600	AT3G55005
Brast05G172400	AT3G07320
Brast05G239700	AT4G38180
Brast05G023600	AT1G43170
Brast05G105900	AT4G09830
Brast05G074300	AT5G54280
Brast05G200700	AT5G48930
Brast05G278100	AT5G42020
Brast05G087300	AT2G35460
Brast05G235800	AT1G67510
Brast05G002600	AT5G13160
Brast05G142300	AT2G31945
Brast05G054100	AT4G12020
Brast05G252900	AT1G44170
Brast05G257200	AT1G19910
Brast05G290400	AT5G24910
Brast05G031100	AT1G35530
Brast05G086300	AT1G79610
Brast05G009000	AT1G08810
Brast05G144700	AT1G06870
Brast05G106300	AT5G62740
Brast05G210100	AT4G17740
Brast05G241600	AT1G79500
Brast05G188300	AT4G33495
Brast05G252600	AT3G18600
Brast05G283800	AT5G51960
Brast05G206400	AT1G20670
Brast05G073500	AT3G02750
Brast05G141000	AT1G55230
Brast05G124500	AT1G74600
Brast05G222500	AT2G45880
Brast05G173500	AT3G25110
Brast05G149400	AT3G48700
Brast05G282500	AT5G26960
Brast05G295700	AT5G05390
Brast05G112600	AT2G02030
Brast05G272600	AT1G74620
Brast05G210700	AT2G31170
Brast05G126600	AT5G10930
Brast05G007700	AT1G34300
Brast05G043300	AT1G68530
Brast05G137100	AT1G72480
Brast05G276200	AT5G25400
Brast05G091800	AT2G24960
Brast05G246800	AT3G09100
Brast05G085600	AT3G06050
Brast05G155400	AT5G48910
Brast05G208700	AT2G44360
Brast05G055700	AT1G66650
Brast05G120100	AT2G01650
Brast05G148000	AT1G49670
Brast05G170800	AT4G38180
Brast05G263500	AT2G36010
Brast05G148500	AT4G10130
Brast05G072700	AT5G63380
Brast05G237500	AT1G05870
Brast05G070700	AT4G38180
Brast05G056800	AT1G71500
Brast05G282100	AT1G76810
Brast05G300100	AT3G52440
Brast05G182700	AT3G59660
Brast05G293400	AT5G05340
Brast05G257700	AT1G73820
Brast05G225300	AT5G23950
Brast05G222000	AT1G02335
Brast05G012400	AT3G10910
Brast05G119000	AT5G18980
Brast05G126400	AT1G80840
Brast05G162700	AT3G45880
Brast05G076300	AT3G07220
Brast05G266200	AT1G11620
Brast05G103000	AT1G53400
Brast05G105300	AT1G31340
Brast05G278700	AT1G74040
Brast05G115400	AT5G62890
Brast05G183400	AT1G19260
Brast05G011800	AT4G18840
Brast05G104100	AT2G35160
Brast05G121600	AT3G18550
Brast05G192300	AT4G01400
Brast05G053400	AT1G79990
Brast05G171700	AT3G16520
Brast05G202300	AT5G27780
Brast05G211700	AT3G54390
Brast05G249500	AT5G45530
Brast05G111800	AT5G10190
Brast05G064300	AT4G20140
Brast05G278900	AT5G56340
Brast05G221800	AT3G50950
Brast05G192200	AT5G24470
Brast05G112900	AT1G74030
Brast05G085300	AT2G34320
Brast05G076900	AT1G40087
Brast05G042600	AT5G56810
Brast05G192800	AT5G63140
Brast05G118000	AT1G18360
Brast05G299800	AT5G60150
Brast05G053900	AT5G41220
Brast05G070200	AT5G50375
Brast05G104600	AT5G56740
Brast05G169500	AT4G12590
Brast05G243200	AT1G47830
Brast05G100300	AT5G41220
Brast05G055100	AT1G09830
Brast05G165900	AT3G57990
Brast05G038100	AT1G21650
Brast05G004500	AT2G26460
Brast05G263000	AT3G11660
Brast05G258500	AT1G43170
Brast05G246100	AT5G20300
Brast05G117000	AT1G17455
Brast05G113100	AT1G70230
Brast05G174400	AT3G27470
Brast05G187500	AT5G52060
Brast05G032700	AT4G22756
Brast05G272700	AT3G10020
Brast05G103300	AT4G27500
Brast05G051900	AT1G65870
Brast05G070300	AT1G09320
Brast05G248700	AT1G48910
Brast05G030000	AT2G33480
Brast05G213900	AT5G58290
Brast05G062300	AT1G33340
Brast05G035000	AT4G33490
Brast05G258700	AT1G64940
Brast05G080700	AT1G24270
Brast05G100000	AT1G63310
Brast05G217300	AT3G14470
Brast05G264700	AT1G19490
Brast05G062100	ATCG00440
Brast05G084500	AT4G19710
Brast05G248500	AT5G64600
Brast05G134600	AT5G20910
Brast05G059200	AT3G07040
Brast05G251700	AT1G11475
Brast05G168700	AT5G35320
Brast05G147400	AT5G37780
Brast05G020500	AT3G43660
Brast05G109300	AT4G13750
Brast05G094100	AT1G13290
Brast05G231900	AT1G80930
Brast05G038900	AT4G30770
Brast05G130200	AT3G02470
Brast05G282300	AT5G25610
Brast05G094500	ATCG00660
Brast05G108600	AT5G14105
Brast05G266900	AT5G22400
Brast05G000600	AT2G38330
Brast05G186000	AT5G45530
Brast05G219700	AT1G08250
Brast05G260000	AT1G58350
Brast05G040500	AT1G21750
Brast05G117300	AT3G48090
Brast05G072500	AT5G63380
Brast05G288000	AT3G51950
Brast05G123300	AT4G32940
Brast05G213400	AT1G78980
Brast05G006100	AT5G12180
Brast05G113600	AT4G09680
Brast05G169900	AT2G24430
Brast05G001000	AT4G08850
Brast05G116900	AT5G38880
Brast05G145800	AT1G46264
Brast05G045900	AT1G48910
Brast05G242100	AT2G02390
Brast05G178200	AT5G47920
Brast05G050400	AT1G32520
Brast05G017600	AT1G78760
Brast05G127600	AT1G31340
Brast05G059300	AT3G46530
Brast05G106000	AT4G34510
Brast05G030300	AT1G71860
Brast05G031300	AT5G50450
Brast05G031800	AT5G49940
Brast05G283700	AT3G56930
Brast05G261100	AT1G43700
Brast05G196100	AT4G38620
Brast05G002100	AT5G59950
Brast05G190300	AT2G21290
Brast05G243500	AT3G11950
Brast05G145500	AT2G28210
Brast05G249600	AT4G11610
Brast05G129900	AT2G24860
Brast05G144600	AT5G12380
Brast05G187600	AT1G12650
Brast05G294600	AT1G09700
Brast05G157600	AT2G04240
Brast05G263200	AT3G47090
Brast05G014500	AT1G72320
Brast05G276600	AT2G41600
Brast05G171100	AT2G24550
Brast05G226200	AT5G60760
Brast05G273200	AT5G51670
Brast05G208300	AT5G17310
Brast05G214600	AT3G12740
Brast05G212100	AT4G30210
Brast05G292700	AT5G58375
Brast05G298900	AT5G60410
Brast05G088700	AT3G14110
Brast05G031600	AT1G11000
Brast05G215000	AT1G30970
Brast05G183700	AT4G38900
Brast05G151800	AT5G65420
Brast05G185600	AT2G45680
Brast05G242200	AT1G14540
Brast05G286200	AT3G54320
Brast05G058900	AT2G05810
Brast05G060000	AT5G42510
Brast05G165400	AT2G42190
Brast05G118700	AT1G68020
Brast05G146900	AT2G03220
Brast05G102900	AT2G25737
Brast05G216900	AT4G05210
Brast05G093200	AT5G56130
Brast05G083100	AT2G42180
Brast05G204300	AT5G27780
Brast05G245700	AT2G40180
Brast05G277800	AT2G03200
Brast05G301900	AT2G31890
Brast05G285300	AT2G27080
Brast05G271900	AT1G26800
Brast05G221500	AT1G02335
Brast05G131800	AT3G56150
Brast05G181600	AT2G30695
Brast05G195800	AT5G66140
Brast05G111900	AT5G10200
Brast05G096100	AT3G14910
Brast05G131700	AT3G56150
Brast05G180400	AT1G05890
Brast05G287800	AT5G18280
Brast05G178900	AT4G27830
Brast05G044800	AT5G42510
Brast05G200000	ATCG00470
Brast05G024500	AT3G47570
Brast05G119500	AT1G48480
Brast05G032000	AT4G23430
Brast05G257600	AT5G48030
Brast05G189600	AT4G24090
Brast05G256800	AT1G34370
Brast05G152400	AT4G40080
Brast05G009900	AT1G19715
Brast05G300000	AT1G21340
Brast05G187200	AT5G52050
Brast05G028600	AT1G35510
Brast05G105700	AT4G14000
Brast05G072800	AT3G25270
Brast05G146400	AT5G67020
Brast05G193400	AT5G42560
Brast05G139200	AT2G05940
Brast05G158000	AT1G55790
Brast05G174000	AT5G44820
Brast05G299300	AT5G60460
Brast05G223100	AT3G21380
Brast05G168400	AT1G21080
Brast05G081100	AT5G50530
Brast05G274700	AT5G19140
Brast05G283900	AT2G40980
Brast05G243300	AT1G35670
Brast05G290500	AT5G24910
Brast05G274500	AT3G06080
Brast05G251000	AT4G30770
Brast05G281200	AT4G18593
Brast05G168500	AT1G05850
Brast05G219300	AT4G24730
Brast05G112700	AT3G57030
Brast05G005300	AT3G10300
Brast05G167600	AT3G14470
Brast05G251100	AT5G09220
Brast05G240000	AT5G55390
Brast05G065300	AT3G07550
Brast05G011100	AT1G11680
Brast05G230300	AT1G32100
Brast05G121300	AT1G70740
Brast05G090300	AT3G25270
Brast05G254300	AT5G49040
Brast05G200300	AT5G48930
Brast05G076100	AT3G25130
Brast05G269100	AT3G52770
Brast05G129300	AT4G30825
Brast05G162000	AT1G04970
Brast05G174800	AT3G60820
Brast05G234600	AT5G22620
Brast05G020800	AT1G15120
Brast05G139600	AT3G43850
Brast05G117500	AT4G04320
Brast05G232200	AT5G60440
Brast05G060900	AT2G43990
Brast05G298000	AT3G55990
Brast05G185000	AT4G22830
Brast05G245800	AT4G02370
Brast05G220200	AT3G52880
Brast05G271800	AT1G55530
Brast05G069500	AT4G01560
Brast05G147300	AT5G12180
Brast05G065800	AT1G65270
Brast05G293800	AT2G30330
Brast05G023500	AT1G28490
Brast05G030500	AT1G71860
Brast05G026000	AT4G19090
Brast05G218100	ATCG00170
Brast05G219600	AT3G52940
Brast05G283200	AT4G10490
Brast05G162100	AT1G04960
Brast05G088400	AT3G11900
Brast05G049600	AT3G46730
Brast05G285200	AT5G17910
Brast05G067100	AT4G27410
Brast05G075000	AT5G48470
Brast05G008800	AT5G38840
Brast05G050200	AT1G26910
Brast05G069000	AT2G31690
Brast05G288500	AT3G54220
Brast05G201100	AT3G03190
Brast05G019300	AT1G43700
Brast05G297000	AT1G35710
Brast05G171500	AT2G32000
Brast05G233200	AT5G40440
Brast05G035300	AT1G52360
Brast05G146700	AT4G25000
Brast05G261600	AT4G32300
Brast05G074700	AT3G07340
Brast05G005500	AT5G23535
Brast05G125600	AT4G02050
Brast05G277900	AT3G18180
Brast05G047800	AT1G19715
Brast05G158300	AT1G55803
Brast05G100800	AT4G03500
Brast05G001900	AT1G56720
Brast05G111500	AT5G10190
Brast05G227800	AT3G48380
Brast05G185200	AT5G62190
Brast05G124400	AT1G26870
Brast05G143600	AT1G04980
Brast05G242900	AT1G33290
Brast05G195300	AT4G34940
Brast05G218600	AT3G49220
Brast05G126900	AT3G53690
Brast05G143500	AT1G05010
Brast05G034700	AT4G33490
Brast05G079300	AT5G36290
Brast05G043200	AT4G14096
Brast05G245100	AT1G71460
Brast05G250900	AT1G58070
Brast05G202700	AT5G27780
Brast05G122700	AT3G47470
Brast05G025800	AT4G19090
Brast05G286000	AT4G10490
Brast05G135800	AT5G62740
Brast05G096800	AT2G34190
Brast05G034500	AT1G77460
Brast05G027000	AT1G75710
Brast05G278300	AT5G65600
Brast05G159400	AT5G47780
Brast05G301500	AT2G28780
Brast05G080100	AT5G56310
Brast05G008700	AT3G03610
Brast05G017000	AT3G52490
Brast05G147600	AT3G19220
Brast05G041800	AT4G13960
Brast05G085100	AT4G00990
Brast05G254000	AT1G65870
Brast05G090400	AT3G52150
Brast05G250400	AT4G33470
Brast05G126700	AT4G30960
Brast05G064600	AT4G29090
Brast05G075500	AT5G42190
Brast05G212600	AT5G22500
Brast05G222900	AT4G18400
Brast05G191700	AT1G52540
Brast05G048600	AT4G05200
Brast05G123400	AT5G64420
Brast05G150400	AT3G63470
Brast05G180900	AT3G07480
Brast05G279100	AT5G05690
Brast05G214000	AT4G00585
Brast05G280600	AT5G50140
Brast05G086800	AT1G13680
Brast05G042200	AT2G39415
Brast05G045700	AT3G14470
Brast05G001100	AT2G38300
Brast05G176700	AT5G13170
Brast05G048400	AT1G52360
Brast05G107000	AT3G27260
Brast05G245900	AT5G18420
Brast05G081300	AT1G66290
Brast05G157800	AT3G07870
Brast05G177700	AT2G32210
Brast05G104700	AT2G34250
Brast05G202000	AT1G29420
Brast05G297300	AT5G05520
Brast05G186300	AT5G51990
Brast05G224200	AT3G45750
Brast05G003700	AT4G04540
Brast05G158100	AT1G55790
Brast05G016300	AT5G06250
Brast05G153000	AT4G33565
Brast05G042100	AT5G60070
Brast05G275400	AT4G27410
Brast05G276100	AT4G27410
Brast05G193700	AT3G19430
Brast05G166800	AT1G76490
Brast05G155000	AT5G38790
Brast05G175000	AT5G50400
Brast05G224000	AT4G00370
Brast05G073600	AT5G36230
Brast05G250500	AT1G09794
Brast05G292900	AT3G10940
Brast05G112200	AT5G09390
Brast05G287400	AT3G13410
Brast05G120700	AT5G38470
Brast05G039400	AT5G18980
Brast05G015300	AT5G22400
Brast05G062200	AT2G02470
Brast05G262500	AT4G38180
Brast05G271200	AT5G22580
Brast05G166900	AT1G20970
Brast05G275900	AT4G15550
Brast05G205500	AT4G38280
Brast05G218700	AT4G24770
Brast05G018200	AT5G15340
Brast05G254600	AT1G16930
Brast05G296800	AT5G06460
Brast05G203800	AT1G29500
Brast05G079700	AT1G04830
Brast05G124200	AT3G47610
Brast05G262100	AT1G43770
Brast05G166100	AT2G17350
Brast05G178400	AT5G47920
Brast05G276800	AT3G10300
Brast05G065200	AT4G08330
Brast05G173700	AT5G44820
Brast05G041700	AT5G38570
Brast05G247400	AT5G45890
Brast05G144200	AT2G17570
Brast05G027400	AT1G47710
Brast05G093000	AT4G12640
Brast05G080900	AT2G23520
Brast05G024200	AT4G36670
Brast05G237600	AT5G10770
Brast05G298800	AT2G40030
Brast05G007600	AT1G34300
Brast05G098300	AT4G32600
Brast05G222400	AT4G11570
Brast05G013400	AT3G51730
Brast05G184700	AT2G43980
Brast05G087600	AT5G55260
Brast05G205700	AT1G20640
Brast05G165800	AT3G57980
Brast05G189200	AT4G27700
Brast05G149300	AT1G47480
Brast05G139400	AT5G55490
Brast05G193500	AT1G75680
Brast05G227400	AT4G24760
Brast05G275000	AT1G26800
Brast05G104200	AT4G33260
Brast05G080300	AT5G44400
Brast05G206700	AT2G34420
Brast05G045800	AT1G17950
Brast05G280400	AT1G52890
Brast05G297900	AT3G11130
Brast05G009100	AT1G14440
Brast05G013900	AT5G58375
Brast05G107300	AT4G29750
Brast05G170300	AT2G24580
Brast05G025600	AT4G14590
Brast05G106100	AT3G47780
Brast05G200900	AT5G11880
Brast05G143900	AT1G68140
Brast05G087500	AT5G55210
Brast05G028900	AT1G71960
Brast05G263800	AT2G36020
Brast05G126300	ATCG00570
Brast05G073000	AT5G62850
Brast05G164800	AT5G12930
Brast05G102400	AT3G06860
Brast05G049200	AT3G48480
Brast05G133000	AT4G31720
Brast05G086100	AT5G10530
Brast05G278500	AT3G57030
Brast05G129400	AT5G10820
Brast05G221000	AT5G22440
Brast05G288900	AT2G13620
Brast05G264500	AT3G10330
Brast05G027500	AT5G45480
Brast05G260500	AT4G15720
Brast05G295300	AT5G01720
Brast05G001700	AT1G48280
Brast05G174100	AT3G27470
Brast05G037400	AT1G66235
Brast05G182800	AT1G21500
Brast05G021000	AT1G66235
Brast05G290100	AT3G54180
Brast05G119400	AT4G37970
Brast05G210000	AT5G38890
Brast05G032600	AT5G19000
Brast05G194600	AT3G19910
Brast05G011700	AT3G51620
Brast05G121400	AT1G73960
Brast05G118800	AT5G16940
Brast05G150800	AT2G01710
Brast05G252300	AT3G19720
Brast05G084900	AT1G55610
Brast05G090700	AT5G05800
Brast05G068000	AT5G19150
Brast05G283100	AT5G24530
Brast05G034000	AT1G19260
Brast05G133400	AT5G57480
Brast05G099900	AT5G66530
Brast05G280300	AT2G41750
Brast05G092900	AT3G24120
Brast05G082100	AT5G13020
Brast05G204600	AT4G02405
Brast05G215500	AT1G55810
Brast05G299200	AT5G54820
Brast05G143100	AT1G68130
Brast05G271500	AT5G03700
Brast05G180300	AT2G23930
Brast05G291000	AT3G08570
Brast05G233000	AT1G67630
Brast05G142100	AT1G50480
Brast05G130000	AT1G16060
Brast05G202400	AT5G27780
Brast05G175600	AT1G24260
Brast05G269400	AT3G52780
Brast05G199800	AT1G20300
Brast05G248600	AT5G55120
Brast05G243100	AT5G27640
Brast05G084200	AT1G76570
Brast05G199500	AT4G30480
Brast05G209800	AT1G75010
Brast05G288200	AT1G58210
Brast05G261800	AT4G32300
Brast05G240600	AT2G20370
Brast05G296300	AT1G07060
Brast05G038000	AT1G77280
Brast05G189800	AT5G24400
Brast05G184100	AT1G32640
Brast05G006900	AT2G26980
Brast05G174300	AT5G44820
Brast05G064500	AT2G31725
Brast05G156200	AT1G69020
Brast05G014100	AT4G21410
Brast05G148100	AT1G49620
Brast05G294500	AT3G08850
Brast05G180500	AT5G48440
Brast05G291500	AT3G56400
Brast05G285500	AT5G18460
Brast05G288100	AT4G14180
Brast05G032500	AT5G19000
Brast05G230400	AT4G01730
Brast05G273500	AT5G49210
Brast05G055900	AT1G33420
Brast05G022600	AT5G09580
Brast05G125800	AT5G11000
Brast05G038300	AT2G26160
Brast05G018400	AT2G35940
Brast05G152700	AT3G05200
Brast05G073200	AT1G67590
Brast05G177900	AT5G50915
Brast05G294400	AT1G21600
Brast05G295000	AT1G77010
Brast05G177800	AT3G12300
Brast05G115700	AT1G10522
Brast05G131200	AT2G23810
Brast05G260900	AT4G08250
Brast05G260400	AT1G21200
Brast05G048300	AT1G52360
Brast05G224300	AT3G57150
Brast05G286300	AT4G10950
Brast05G132100	AT2G29110
Brast05G161100	AT2G33180
Brast05G230700	AT3G07040
Brast05G130100	AT2G23970
Brast05G127800	AT3G10180
Brast05G072000	AT4G35160
Brast05G240400	AT4G29090
Brast05G028000	AT1G49475
Brast05G261900	AT1G17440
Brast05G253300	AT1G21700
Brast05G196600	AT2G20990
Brast05G015200	AT5G22390
Brast05G234000	AT1G27850
Brast05G157700	AT4G12560
Brast05G009300	AT3G45400
Brast05G235400	AT2G07050
Brast05G296700	AT2G40300
Brast05G118600	AT2G01770
Brast05G084600	AT3G12340
Brast05G285000	AT2G41010
Brast05G203400	AT1G29430
Brast05G220100	AT2G03880
Brast05G136300	AT2G45700
Brast05G150900	AT1G68810
Brast05G202800	AT5G27780
Brast05G120900	AT4G02070
Brast05G265200	AT5G04770
Brast05G182100	AT1G06070
Brast05G220900	AT3G10770
Brast05G225600	AT2G42450
Brast05G205900	AT5G24580
Brast05G157900	AT5G56040
Brast05G103200	AT1G78590
Brast05G135100	AT3G43540
Brast05G148700	AT2G21630
Brast05G237300	AT1G05860
Brast05G004600	AT5G43210
Brast05G151000	AT4G33580
Brast05G095700	AT5G19980
Brast05G198800	AT1G20200
Brast05G262400	AT1G43770
Brast05G067200	AT5G16970
Brast05G103600	AT2G25800
Brast05G017200	AT5G42540
Brast05G196500	AT3G51290
Brast05G246000	AT5G23570
Brast05G001400	AT2G40410
Brast05G153200	AT1G72230
Brast05G275500	AT3G22880
Brast05G255000	AT3G22430
Brast05G063700	AT1G47890
Brast05G044100	AT5G02930
Brast05G078900	AT5G13080
Brast05G211000	AT4G31930
Brast05G222200	AT2G27730
Brast05G140200	AT2G28230
Brast05G188900	AT1G19260
Brast05G190400	AT2G21300
Brast05G161500	AT5G10770
Brast05G255500	AT5G64020
Brast05G029300	AT2G33480
Brast05G237900	AT5G12480
Brast05G025700	AT4G38970
Brast05G112400	AT5G08160
Brast05G114900	AT5G15870
Brast05G055600	AT5G37870
Brast05G096500	AT2G33845
Brast05G220300	AT2G27680
Brast05G011500	AT3G02950
Brast05G004400	AT1G77450
Brast05G112000	AT2G35330
Brast05G241800	AT1G79620
Brast05G268500	AT3G51460
Brast05G249300	AT4G03520
Brast05G005400	AT4G00830
Brast05G122200	AT1G23110
Brast05G026200	AT3G52950
Brast05G226800	AT3G20530
Brast05G055000	AT5G65700
Brast05G293000	AT3G43720
Brast05G163900	AT1G51170
Brast05G211900	AT3G05675
Brast05G257100	AT5G64440
Brast05G188000	AT4G11740
Brast05G275100	AT3G19950
Brast05G006600	AT3G43790
Brast05G202200	AT1G29500
Brast05G205000	AT4G38380
Brast05G070800	AT4G38180
Brast05G208900	AT2G17270
Brast05G277500	AT1G80010
Brast05G213600	AT1G78930
Brast05G198600	AT2G46950
Brast05G008200	AT2G14290
Brast05G157000	AT5G55820
Brast05G266800	AT5G22390
Brast05G245000	AT1G53050
Brast05G275300	AT5G27600
Brast05G276000	AT1G52890
Brast05G132500	AT5G41220
Brast05G065000	AT1G18480
Brast05G188100	AT4G11720
Brast05G301600	AT5G02530
Brast05G218800	AT1G24560
Brast05G026900	AT5G64090
Brast05G121200	AT3G25860
Brast05G275600	AT4G37670
Brast05G227000	AT5G50210
Brast05G020700	AT3G18770
Brast05G291900	AT5G59320
Brast05G236500	AT2G22410
Brast05G095800	AT1G18030
Brast05G286600	AT2G47170
Brast05G067500	AT1G08760
Brast05G159100	AT3G13275
Brast05G142900	AT2G41940
Brast05G053500	AT1G52360
Brast05G041200	AT4G13960
Brast05G075200	AT1G08540
Brast05G087400	AT4G26780
Brast05G127000	AT3G53690
Brast05G060600	AT4G40050
Brast05G172000	AT1G68920
Brast05G139100	AT3G25270
Brast05G203700	AT1G29450
Brast05G136600	AT4G38180
Brast05G136200	AT5G20720
Brast05G005700	AT5G46940
Brast05G228500	AT3G48430
Brast05G132300	AT3G47570
Brast05G003500	AT5G35210
Brast05G198700	AT5G66090
Brast05G227300	AT5G14420
Brast05G239300	AT3G03080
Brast05G295900	AT5G01650
Brast05G251600	AT1G77280
Brast05G073100	AT5G50260
Brast05G239900	AT2G43970
Brast05G115000	AT1G60200
Brast05G217800	AT1G65410
Brast05G223800	AT4G25610
Brast05G064900	AT5G17540
Brast05G209400	AT5G42350
Brast05G036000	AT5G64030
Brast05G100200	AT3G14460
Brast05G175300	AT4G24900
Brast05G051600	AT1G32583
Brast05G115900	AT4G00893
Brast05G135000	AT2G03140
Brast05G122600	AT1G26550
Brast05G150100	AT2G03220
Brast05G253000	AT4G27410
Brast05G015500	AT3G44326
Brast05G188800	AT1G12780
Brast05G259600	AT5G09850
Brast05G270800	AT4G21110
Brast05G138000	AT3G02910
Brast05G040600	AT1G21380
Brast05G285100	AT2G32760
Brast05G008000	AT3G10740
Brast05G019000	AT1G43770
Brast05G093500	AT5G33320
Brast05G070500	AT4G35160
Brast05G244000	AT3G57030
Brast05G176600	AT5G13140
Brast05G059500	AT4G10120
Brast05G283000	AT3G43790
Brast05G012100	AT4G21065
Brast05G034100	AT4G03500
Brast05G261500	AT4G26570
Brast05G042500	AT5G16690
Brast05G048100	AT3G46510
Brast05G231800	AT1G22360
Brast05G127100	AT3G53690
Brast05G170600	AT3G21190
Brast05G148900	AT3G48700
Brast05G199900	AT1G76070
Brast05G248100	AT4G25980
Brast05G106900	AT4G33090
Brast05G060200	AT5G45540
Brast05G284800	AT1G26750
Brast05G166600	AT1G76470
Brast05G145300	AT3G56590
Brast05G075600	AT3G07310
Brast05G228400	AT3G48425
Brast05G132800	AT2G29120
Brast05G265900	AT2G26160
Brast05G010700	AT3G05975
Brast05G255400	AT1G58100
Brast05G168100	AT4G35420
Brast05G211200	AT5G54830
Brast05G108000	AT1G72970
Brast05G122500	AT1G14030
Brast05G018900	AT2G17080
Brast05G003000	AT5G56610
Brast05G301100	AT5G41380
Brast05G060500	AT2G43970
Brast05G258900	AT1G48760
Brast05G166400	AT5G42820
Brast05G207600	AT4G35500
Brast05G143800	AT4G00390
Brast05G094900	AT1G60560
Brast05G224600	AT1G08170
Brast05G057900	AT5G09640
Brast05G172700	AT3G23820
Brast05G182900	AT3G07040
Brast05G077700	AT5G14140
Brast05G203900	AT1G29500
Brast05G177000	AT2G33480
Brast05G052300	AT3G50950
Brast05G015600	AT1G08370
Brast05G148600	AT1G47410
Brast05G268400	AT2G13600
Brast05G099500	AT5G60860
Brast05G245500	AT5G63950
Brast05G124600	AT5G39785
Brast05G300900	AT3G45850
Brast05G089400	AT3G52120
Brast05G172600	AT4G12730
Brast05G224500	AT2G27930
